PLACE_ID;NOMBRE_TUI;TIPOS_TUI;CATEGORIA_TUI;DIRECCION;RATING_TUI;TOTAL_VALORACIONES_TUI;PRECIO;ESTADO_NEGOCIO;LATITUD_TUI;LONGITUD_TUI;URL;WEBSITE;HORARIO;TELEFONO;RESERVA_POSIBLE;ACCESIBILIDAD_SILLA_RUEDAS
ChIJj5qijGMoQg0RlKnsxSASAcQ;Hostal Jemasaca-Palma61;Hoteles,hotel;Alojamiento;C. de la Palma, 61, Centro, 28015 Madrid, Spain;3,5;400;;Abierto;4,04266E+16;-3,70764E+16;;https://www.hostaljemasaca-palma61.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];915 32 70 11;FALSO;FALSO
ChIJ3RL2PQApQg0RjjtRpOzn44I;Hostal Flat55Madrid;Hoteles,hostel;Alojamiento;C. de San Bernardo, 55, Centro, Centro, 28015 Madrid, Spain;3,1;52;;Abierto;404258467;-3,7073E+16;;https://hotelsreserving.com/hostal-flat55madrid/;;;FALSO;FALSO
ChIJobD-aGMoQg0R7SuhXsQ_aUs;Pensión Salome;Hoteles,lodging;Alojamiento;C. del Pez, 40, Centro, 28004 Madrid, Spain;4,6;260;;Abierto;404243678;-3,707E+16;;https://www.salomemadrid.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];915 21 18 47;FALSO;FALSO
ChIJyxAgZWEoQg0RPrZv0gR5clY;Roisa Centro;Hoteles,;Alojamiento;C. de San Bernardo, 87, Centro, 28015 Madrid, Spain;4,2;339;;Abierto;4,04286E+16;-37062776;;https://www.gruporoisa.com/;['Monday: 12:00\u2009–\u20099:00\u202fPM', 'Tuesday: 12:00\u2009–\u20099:00\u202fPM', 'Wednesday: 12:00\u2009–\u20099:00\u202fPM', 'Thursday: 12:00\u2009–\u20099:00\u202fPM', 'Friday: 12:00\u2009–\u20099:00\u202fPM', 'Saturday: 12:00\u2009–\u20099:00\u202fPM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM'];609 37 51 81;FALSO;FALSO
ChIJQXOwjGMoQg0RMSbFPep6LEs;Hostal Los Perales;Hoteles,hostel;Alojamiento;C. de la Palma, 61, Centro, 28015 Madrid, Spain;2,6;374;;Abierto;404266667;-37075;;https://hostallosperales.com/;;624 05 23 10;FALSO;FALSO
ChIJtUNVUGMoQg0Rq4Sc4eyXaNM;Hostal Rías Bajas;Hoteles,hostel;Alojamiento;C. de San Bernardo, 35, Centro, 28015 Madrid, Spain;4,2;346;;Abierto;404233657;-3,70757E+16;;https://hostalriasbajas.com/;;915 59 85 95;FALSO;FALSO
ChIJc8yEiT4pQg0RNgFqMTHM8Ts;Smartr Madrid Gran Via Apartments;Hoteles,hotel;Alojamiento;C. de San Bernardo, 78, Centro, 28015 Madrid, Spain;4,4;39;;Abierto;404282444;-37059977;;https://www.smartrental.com/es/smartr-stays/madrid/smartr-gran-via/?utm_source=google&utm_medium=Organic_Search&utm_campaign=gmb_web_ficha_hotel&utm_term=smartr_granvia_apartments;;919 99 65 11;FALSO;FALSO
ChIJo68pPWMoQg0RAgjdOfIY5mc;Ab design suites madrid;Hoteles,hotel;Alojamiento;C. del Pez, 32, Centro, 28004 Madrid, Spain;3,4;217;;Abierto;404240837;-3,7061E+16;;http://www.absuitesmadrid.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];915 31 47 44;FALSO;FALSO
ChIJBcaRVgUpQg0RCCi69COjzyw;Arte i Espacio Home;Hoteles,hotel;Alojamiento;Pl. de los Mostenses, 2, Centro, 28015 Madrid, Spain;4;34;;Abierto;404236432;-37094443;;http://arteiespaciohome.com/;;644 48 29 22;FALSO;FALSO
ChIJL0ofemMoQg0RrZDQqhvunzs;Hostal New Life Madrid;Hoteles,guest_house;Alojamiento;C. de San Bernardo, 55, Centro, 28015 Madrid, Spain;3,6;5;;Abierto;40425128;-3,70742E+16;;;;914 36 28 41;FALSO;FALSO
ChIJ18b--IgoQg0R426JYvsg5u8;Bastardo Hostel;Hoteles,hostel;Alojamiento;C. de San Mateo, 3, Centro, 28004 Madrid, Spain;4,2;2432;;Abierto;404252983;-3,70015E+16;;https://bastardohostel.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];682 51 95 35;FALSO;VERDADERO
ChIJuYNDTIgoQg0R_RXZdj7vP5U;Tribu Malasaña;Hoteles,hotel;Alojamiento;C. de San Vicente Ferrer, 1, Centro, 28004 Madrid, Spain;3,6;1576;;Abierto;4,04254E+16;-37012226;;https://www.tribuhotels.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];915 22 14 55;FALSO;FALSO
ChIJ0ZSt_WEoQg0RQ9sgRG5ebJ0;ibis Styles Madrid centro Maravillas;Hoteles,hotel;Alojamiento;C. de Manuela Malasaña, 6, Centro, 28004 Madrid, Spain;4,7;263;;Abierto;404287373;-37030805;;https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=3318&merchantid=seo-maps-Spain-3318&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps;;911 08 58 00;FALSO;VERDADERO
ChIJ05SkJmMoQg0RG5MAFnHBd3Y;Hotel Abalu - Design & boutique;Hoteles,hotel;Alojamiento;C. del Pez, 19, Centro, 28004 Madrid, Spain;3,7;742;;Abierto;4,04239E+16;-37058351;;http://www.hotelabalu.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];915 31 47 44;FALSO;FALSO
ChIJB-NF64koQg0RlCilTxm56Hw;Hostal Sil & Serranos;Hoteles,hotel;Alojamiento;Calle de Fuencarral, 95, Centro, 28004 Madrid, Spain;4,3;476;;Abierto;404270983;-37017087;;http://silserranos.com/;;914 48 89 72;FALSO;FALSO
ChIJw7OphmIoQg0RPNNYtpguKzE;CC Malasaña;Hoteles,guest_house;Alojamiento;C. del Espíritu Santo, 18, Centro, 28004 Madrid, Spain;4;560;;Abierto;404253885;-37031861;;https://www.ccmalasana.com/;;910 05 93 93;FALSO;FALSO
ChIJIwCQyGIoQg0RSydqrHhY6Y8;Limehome Madrid Calle de la Madera;Hoteles,hotel;Alojamiento;C. de la Madera, 25, Centro, 28004 Madrid, Spain;3,5;148;;Abierto;40423614;-3,70437E+16;;http://limehome.com/;;911 23 33 13;FALSO;FALSO
ChIJt6fliwUpQg0RU66qESKHKxE;Bed Madrid Rooms;Hoteles,bed_and_breakfast;Alojamiento;C. de San Mateo, 2, planta 1, Centro, 28004 Madrid, Spain;3,3;342;;Abierto;4,04249E+16;-3,70056E+16;;https://bedmadridhostel.com/;;915 31 42 58;FALSO;FALSO
ChIJ8cqewIkoQg0R41ueh_BJtu0;CH Velarde;Hoteles,guest_house;Alojamiento;C. de Velarde, Centro, 28004 Madrid, Spain;2,4;10;;Abierto;4,04267E+16;-3,70169E+16;;;;687 07 34 11 ext. 0;FALSO;FALSO
ChIJDWrSVokoQg0R62O4fNAp2Ew;Safestay Madrid Central;Hoteles,hostel;Alojamiento;C. de Sagasta, 22, Centro, 28004 Madrid, Spain;3,9;2129;;Abierto;4,0428E+16;-36982627;;https://www.safestay.com/venue/safestay-madrid-central/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];914 45 03 00;FALSO;VERDADERO
ChIJ6e7sR4koQg0RJZEDb9gwWA8;Hotel Eurostars Central;Hoteles,hotel;Alojamiento;C. de Mejía Lequerica, 10, Centro, 28004 Madrid, Spain;4,2;2308;;Abierto;404271233;-36984336;;http://www.eurostarshotels.com/eurostars-central.html?referer_code=lb0gg00yx&utm_source=google&utm_medium=business&utm_campaign=lb0gg00yx;;913 96 71 80;FALSO;VERDADERO
ChIJSUXhp44oQg0RzzQKYicjZeo;Hotel Gran Versalles;Hoteles,hotel;Alojamiento;Calle de Covarrubias, 4, Chamberí, 28010 Madrid, Spain;4,2;2469;;Abierto;404284208;-3,69703E+16;;http://www.hotelgranversalles.es/;;914 47 57 00;FALSO;VERDADERO
ChIJE-j1NokoQg0R7vIOKm0HNOk;Urso Hotel & Spa;Hoteles,hotel;Alojamiento;C. de Mejía Lequerica, 8, Centro, 28004 Madrid, Spain;4,6;1253;;Abierto;404268551;-3,69822E+16;;https://hotelurso.com/?utm_source=google&utm_medium=maps&utm_campaign=mybusiness&utm_content=urso;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];914 44 44 58;FALSO;VERDADERO
ChIJOUtt6I4oQg0RVU72AxOfphY;Petit Palace Santa Barbara;Hoteles,hotel;Alojamiento;Plaza de Sta. Bárbara, 10, Centro, 28004 Madrid, Spain;4,5;1751;;Abierto;404264258;-36963796;;https://www.petitpalacesantabarbara.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=SBA&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness;;913 91 44 21;FALSO;VERDADERO
ChIJSzesJowoQg0RwfL_FCYy_go;Hotel Avani Alonso Martínez Madrid - Formerly NH Alonso Martínez;Hoteles,hotel;Alojamiento;Calle de Sta Engracia, 5, Chamberí, 28010 Madrid, Spain;4,3;1439;;Abierto;40428699;-3696126;;https://www.avanihotels.com/en/alonso-martinez-madrid?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];915 94 02 13;FALSO;VERDADERO
ChIJWZmwnI4oQg0RYvW3tCw-MB4;Hotel Sardinero Madrid;Hoteles,hotel;Alojamiento;Plaza de Alonso Martínez, 3, Chamberí, 28004 Madrid, Spain;4,6;900;;Abierto;404282198;-36960866;;http://www.hotelsardineromadrid.com/;;912 06 21 60;FALSO;FALSO
ChIJI9QPLIkoQg0RdySZM3Qh7EM;H-A San Mateo suites;Hoteles,hotel;Alojamiento;C. de San Mateo, 21, Centro, 28004 Madrid, Spain;3,9;380;;Abierto;404262144;-36981312;;https://sanmateo.ha-hoteles.com/?utm_source=google&utm_medium=organic&utm_campaign=knowledge-graph;;910 78 13 26;FALSO;FALSO
ChIJ369-7I4oQg0RCukOtOuQfuc;Hostal Asuncion;Hoteles,hotel;Alojamiento;Plaza de Sta. Bárbara, 8, 2do piso, Centro, 28004 Madrid, Spain;3,3;535;;Abierto;4,04268E+16;-3,69608E+16;;https://hostalasuncion.top/;;913 08 23 48;FALSO;FALSO
ChIJN3_07Y4oQg0RjRNCPvl9z2Y;Hostal Santa Barbara;Hoteles,hostel;Alojamiento;Plaza de Sta. Bárbara, 4, Centro, 28004 Madrid, Spain;3,2;362;;Abierto;4042756;-36963139;;http://www.hostalsantabarbaramadrid.com/;;914 46 23 45;FALSO;FALSO
ChIJc3CI34goQg0RjRXRv44PB7Y;Hostal Benamar;Hoteles,hotel;Alojamiento;C. de San Mateo, 20, Centro, 28004 Madrid, Spain;4,4;452;;Abierto;404256673;-3,69895E+16;;http://www.hostalbenamar.es/;;913 08 00 92;FALSO;FALSO
ChIJ_RHDqY8oQg0RZga9zDw4vyw;Hostal Castilla;Hoteles,hostel;Alojamiento;Calle de Sta. Teresa, 9, Centro, 28004 Madrid, Spain;4,5;116;;Abierto;404255533;-3,69527E+16;;https://www.hostalcastillamadrid.com/es;;913 10 21 76;FALSO;FALSO
ChIJhyjdIEQpQg0RqyeV0ndorzU;Limehome Madrid San Lorenzo;Hoteles,hotel;Alojamiento;C. de San Lorenzo, 26, Centro, 28004 Madrid, Spain;4,3;37;;Abierto;404248143;-3698336;;http://limehome.de/;;911 23 33 13;FALSO;FALSO
ChIJ1f21G5EoQg0RKdq-mKlJf7o;Hotel Fénix Gran Meliá - The Leading Hotels of the World;Hoteles,hotel;Alojamiento;C. de Hermosilla, 2, Salamanca, 28001 Madrid, Spain;4,6;1710;;Abierto;40426552;-368921;;https://www.melia.com/en/hotels/spain/madrid/fenix-gran-melia?utm_campaign=google&utm_content=2818&utm_medium=organic&utm_source=directories;;914 31 67 00;FALSO;VERDADERO
ChIJjeeefBApQg0RqBy8xwhw_bs;Hotel One Shot Fortuny;Hoteles,hotel;Alojamiento;C. de Fortuny, 7, Chamberí, 28010 Madrid, Spain;4,2;363;;Abierto;4,04288E+16;-36911769;;https://www.oneshothotels.com/es/hoteles/madrid/fortuny/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];919 99 26 90;FALSO;VERDADERO
ChIJdagBH44oQg0RVG_saqRwQ5A;Relais & Chateaux Hotel Orfila;Hoteles,hotel;Alojamiento;C. de Orfila, 6, Chamberí, 28010 Madrid, Spain;4,6;638;;Abierto;4,04272E+16;-36932807;;http://www.hotelorfila.com/;;917 02 77 70;FALSO;VERDADERO
ChIJ1fLF75kpQg0RKQtkjwMmKcg;Boutique Urban Madrid Génova;Hoteles,hotel;Alojamiento;C. de Almagro, 10, Chamberí, 28010 Madrid, Spain;2,8;620;;Abierto;404285475;-36943732;;https://boutiqueurbanhotels.com/;;913 19 80 94;FALSO;FALSO
ChIJjeBtv5EoQg0Rp13o7d8FFiI;Casa Almagro by The Pavilions Hotels & Resorts;Hoteles,hotel;Alojamiento;C. de Amador de los Ríos, 3, Chamberí, 28010 Madrid, Spain;4,7;423;;Abierto;4,04271E+16;-3,69141E+16;;https://www.pavilionshotels.com/destinations/madrid/casa-almagro/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];913 10 75 00;VERDADERO;VERDADERO
ChIJx4fARJAoQg0RzW7G17qOLGM;Apartamentos Centro Colón;Hoteles,hotel;Alojamiento;Calle del Marqués de la Ensenada, 16, Centro, 28004 Madrid, Spain;3,7;466;;Abierto;4,04251E+16;-3691775;;http://www.apartahotel-centro-colon.es/;;913 49 00 00;FALSO;VERDADERO
ChIJcUrtKy0pQg0RTc3J0Tljyl4;U HOSTELS ALBERGUES JUVENILES SL;Hoteles,hotel;Alojamiento;C. de Sagasta, 22, Centro, 28004 Madrid, Spain;4,1;346;;Abierto;4,0428E+16;-369827;;https://olestay.site/UHostelsAlbe;;914 45 03 00;FALSO;FALSO
ChIJG-SNP4woQg0RVJx6hglKOEU;Congregación Damas Apostólicas Sagrado Corazón de Jesús;Hoteles,;Alojamiento;Calle de Sta Engracia, 11, Chamberí, 28010 Madrid, Spain;4,3;13;;Abierto;404296236;-36966299;;;;914 46 01 56;FALSO;FALSO
ChIJv2lEjJMoQg0RK7Lwq40XKPs;Rosewood Villa Magna;Hoteles,hotel;Alojamiento;P.º de la Castellana, 22, Salamanca, 28046 Madrid, Spain;4,5;2735;;Abierto;404299515;-3,68815E+16;;https://www.rosewoodhotels.com/en/villa-magna;;915 87 12 34;FALSO;VERDADERO
ChIJJztR5pAoQg0RY8KgscxwWh8;Hotel NH Collection Madrid Colón;Hoteles,hotel;Alojamiento;C. del Marqués de Zurgena, 4, Salamanca, 28001 Madrid, Spain;4,6;1561;;Abierto;4,04261E+16;-3,68907E+16;;https://www.nh-hotels.com/en/hotel/nh-collection-madrid-colon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];915 76 08 00;FALSO;VERDADERO
ChIJlc5g75MoQg0RuizDiLuqgL4;Petit Palace President Castellana;Hoteles,hotel;Alojamiento;C. del Marqués de Villamagna, 4, Salamanca, 28001 Madrid, Spain;4;1551;;Abierto;404292357;-3,6884E+16;;https://www.hotelpresidentcastellana.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=PRE&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness;;915 77 19 51;FALSO;VERDADERO
ChIJed8mYJYoQg0RkKkx3ZuhiGI;Hotel NH Madrid Lagasca;Hoteles,hotel;Alojamiento;Calle de Lagasca, 64, Salamanca, 28001 Madrid, Spain;4,2;942;;Abierto;40427538;-3,68511E+16;;https://www.nh-hotels.com/en/hotel/nh-madrid-lagasca?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];915 75 46 06;FALSO;VERDADERO
ChIJTY-D_JYoQg0Rf8DYGuCNl00;Tótem Madrid Hotel;Hoteles,hotel;Alojamiento;C. de Hermosilla, 23, Salamanca, 28001 Madrid, Spain;4,4;598;;Abierto;4,04265E+16;-3,68546E+16;;https://www.totem-madrid.com/?utm_source=google&utm_medium=maps&utm_campaign=mybusiness&utm_content=totem;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];914 26 00 35;FALSO;VERDADERO
ChIJ8bkrzJYoQg0RHQnvVKetod8;ICON Embassy;Hoteles,hotel;Alojamiento;C. de Serrano, 46, Salamanca, 28001 Madrid, Spain;4,4;870;;Abierto;404270199;-36873236;;https://www.iconembassy.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=EMB&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness;;914 31 30 60;FALSO;VERDADERO
ChIJtYDFnpYoQg0RxCiQnrXRZcc;Hotel Único Madrid;Hoteles,hotel;Alojamiento;C. de Claudio Coello, 67, Salamanca, 28001 Madrid, Spain;4,7;533;;Abierto;40428537;-3,68633E+16;;https://www.unicohotelmadrid.com/es/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];917 81 01 73;FALSO;FALSO
ChIJS45DJ80nQg0Rqcs4sx04dk0;BYPILLOW Velázquez 45 | Hostal en Madrid;Hoteles,hotel;Alojamiento;Calle Velázquez, 45, Salamanca, 28001 Madrid, Spain;4,2;726;;Abierto;404270643;-3,68416E+16;;https://www.bypillow.com/alojamientos/hoteles-en-madrid/velazquez45-by-pillow/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];914 35 07 60;FALSO;VERDADERO
ChIJV4dt8DwpQg0RcAQPqqRFjgE;Mi Casa Inn Salamanca;Hoteles,;Alojamiento;Calle de Lagasca, 45, Salamanca, 28001 Madrid, Spain;3,6;33;;Abierto;4,04268E+16;-3,68534E+16;;https://micasainn.com/residencias/salamanca/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];657 83 11 90;FALSO;FALSO
ChIJQckRDUIpQg0RDhmKxiGQcwA;Homeclub Apartments Madrid SL;Hoteles,real_estate_agency;Alojamiento;C. de Hermosilla, 21, Salamanca, 28001 Madrid, Spain;4,6;1284;;Abierto;404265625;-3,68581E+16;;https://www.homeclub.com/?utm_source=gmb&utm_medium=organic;['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'];911 43 83 50;FALSO;VERDADERO
ChIJaRmsGZQoQg0RaNvm94eZrsI;Residencia Universitaria Nuestra Señora del Rosario;Hoteles,;Alojamiento;Calle de Don Ramón de la Cruz, 4, Salamanca, 28001 Madrid, Spain;4,4;49;;Abierto;404291469;-3686619;;http://www.residenciauniversitariarosario.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];914 35 60 13;FALSO;FALSO
ChIJu5j9f5YoQg0RkaNfR9jI2cM;Apartamento La Milla De Oro;Hoteles,;Alojamiento;Calle de Lagasca, 67, Apt 508-B, Salamanca, 28001 Madrid, Spain;4,2;6;;Abierto;4,04288E+16;-36851044;;https://www.apartamentolamilladeoro.com/;;676 25 91 77;FALSO;FALSO
ChIJEYfcjpYoQg0RTv-ycipZgbI;Asociación Católica Española de Servicios A la Juventud Femenina de Madrid;Hoteles,;Alojamiento;Cl. de Ayala, 21, Salamanca, 28001 Madrid, Spain;4,6;11;;Abierto;404278845;-3,68548E+16;;http://www.acisjfjuntamadrid.com/;;915 75 17 07;FALSO;FALSO
ChIJdRMoHwApQg0RXGIDBKBdAzg;Heima Serrano Penthouse;Hoteles,hotel;Alojamiento;Calle de Goya, 5, Salamanca, 28001 Madrid, Spain;0;0;;Abierto;404257494;-3,68891E+16;;http://heima-penthouse-city-center-madrid.com.es/;;;FALSO;FALSO
ChIJe6Qdq08pQg0R25FWGoMT0qA;The Right Stay;Hoteles,;Alojamiento;Cl. de Ayala, 13, Salamanca, 28001 Madrid, Spain;5;53;;Abierto;404279967;-36866103;;http://www.therightstay.com/;['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'];914 35 74 87;FALSO;FALSO
ChIJebMBrI8pQg0RrYwzYAAz9GI;BLESS Hotel Madrid;Hoteles,hotel;Alojamiento;Calle Velázquez, 62, Salamanca, 28001 Madrid, Spain;4,5;1474;;Abierto;4,04281E+16;-3,68354E+16;;https://www.blesscollectionhotels.com/es/madrid/bless-hotel-madrid?partner=10214&utm_source=organic&utm_medium=mybusiness&utm_campaign=EC_ES_bless;;915 75 28 00;FALSO;VERDADERO
ChIJl3KRZr0oQg0Rh3ZPNk-D5Ow;Hotel Catalonia Goya;Hoteles,hotel;Alojamiento;Calle de Goya, 49, Salamanca, 28001 Madrid, Spain;4,4;1255;;Abierto;404252539;-36821996;;https://www.cataloniahotels.com/es/hotel/catalonia-goya?mb=1;;917 81 49 49;FALSO;VERDADERO
ChIJ67DZeL4oQg0RH6XgzrCOW2Y;limehome Ramón de la Cruz 41;Hoteles,hotel;Alojamiento;Calle de Don Ramón de la Cruz, 41, Salamanca, 28001 Madrid, Spain;4,4;243;;Abierto;404290228;-36803964;;https://www.limehome.com/suites?city=82&guests=1&property=228;['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: Open 24 hours', 'Sunday: 7:00\u202fAM\u2009–\u20093:00\u202fAM'];911 23 33 13;FALSO;VERDADERO
ChIJPxogtUQpQg0R0PAhxzUOArw;Ac Hotel Gava Sl;Hoteles,hotel;Alojamiento;C. de Claudio Coello, 37, 3 DERECHA, Salamanca, 28001 Madrid, Spain;5;1;;Abierto;40425193;-3,68672E+16;;;;936 45 15 10;FALSO;FALSO
ChIJ3cv3LQApQg0RQRvLcuGGtLI;M;Hoteles,hotel;Alojamiento;Calle de Don Ramón de la Cruz, 17, Salamanca, 28001 Madrid, Spain;0;0;;Abierto;404292839;-3,68436E+16;;;;;FALSO;FALSO
ChIJZe4rbZYoQg0RWFhXst6AaVA;Bodas Y Celebraciones Gran Hotel Velazquez;Hoteles,wedding_venue;Alojamiento;Calle Velázquez, 62, Salamanca, 28001 Madrid, Spain;3,9;18;;Cerrado temporalmente;4,04281E+16;-3,68354E+16;;;;915 76 64 86;FALSO;FALSO
ChIJpUmdyv8pQg0Rpnx-tE-9vl0;Vestige Collection;Hoteles,hotel;Alojamiento;C. de Hermosilla, 31, Salamanca, 28001 Madrid, Spain;5;1;;Abierto;404264296;-3,68462E+16;;http://www.vestigecollection.com/;;911 11 81 61;FALSO;FALSO
ChIJ_R0KzZkpQg0RzwUwbNRHQ_o;Hotel Granate;Hoteles,hotel;Alojamiento;Calle de Lagasca, Salamanca, 28047 Madrid, Spain;0;0;;Abierto;404293194;-3,68484E+16;;https://hotelgranate.com/;;;FALSO;FALSO
ChIJD2w_QQApQg0Rlfsb8KR52pE;Ayala 63 - The ARC Collection;Hoteles,hotel;Alojamiento;Cl. de Ayala, 63, Salamanca, 28001 Madrid, Spain;4,8;46;;Abierto;404275634;-36772782;;http://the-arc-collection.com/;;917 24 15 87;FALSO;VERDADERO
ChIJkxMX1tMpQg0RxIB0Rd-s8RE;Feelathome Goya Apartments;Hoteles,hotel;Alojamiento;C. de Hermosilla, 97, Salamanca, 28006 Madrid, Spain;4,2;26;;Abierto;404260778;-3,67506E+16;;https://www.feelathome.com/destinos/madrid/feelathome-goya-apartments-madrid?utm_source=gmb&utm_medium=organic;;649 67 55 76;FALSO;FALSO
ChIJUwTDXwApQg0RsCL8nkVOfLU;mi hotel;Hoteles,hotel;Alojamiento;Calle del Gral. Pardiñas, 15, Salamanca, 28001 Madrid, Spain;5;1;;Abierto;4,04255E+16;-3,67876E+16;;;;;FALSO;FALSO
ChIJCXNmdcspQg0RPLuFESMHmCI;Salamanca Luxury Rooms;Hoteles,;Alojamiento;C. de Hermosilla, 86, Salamanca, 28001 Madrid, Spain;0;0;;Abierto;404257121;-3,67624E+16;;http://www.salamancaluxuryrooms.com/;;648 47 11 43;FALSO;FALSO
ChIJfyDqtL0oQg0R1C4hBB9ZddA;Finca jarahonda;Hoteles,lodging;Alojamiento;Calle del Príncipe de Vergara, 39, Salamanca, 28001 Madrid, Spain;5;1;;Abierto;4,04274E+16;-36801658;;;;607 36 69 95;FALSO;FALSO
